,enrollment_id,username,course_id,no_of_objects,bno_access,bno_pageclose,bno_problem,bno_video,bno_discussion,bno_navigate,bno_wiki,bno_total,bno_avg,no_of_active_days,time_consumption,browser_access,browser_pageclose,browser_problem,browser_video,server_access,server_discussion,server_problem,server_navigate,server_wiki,bno_browser,bno_server,label
11252,98610,WauTNyXQDm07IKr6oOotK9PP7wOCBLGL,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,11,12,7,0,3,0,8,0,30,4.285714285714286,1,0.0,0,7,0,3,12,0,0,8,0,10,20,1
11253,98611,vCnaR7A3EMdV2eOQ4pBMh0byIjK5VwLE,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,1,0,0,0,0,0,2,0,2,0.2857142857142857,2,0.0,0,0,0,0,0,0,0,2,0,0,2,1
11254,98660,CjkpbyAkfq9IEZ4dECDMjQUz889YMW0T,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,5,2,1,0,1,4,2,0,10,1.4285714285714286,2,0.0,1,1,0,1,1,4,0,2,0,3,7,1
11255,98683,zK6w0JPDDeUD403WVGuxpKSbry9d8uLr,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
11256,98702,HdyIyDlcCFQQgaRjYU1638Ek6DgB899m,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
11257,98706,gyzBiYUIth0uJrJ5jqofLffLv4otg9kt,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,11,6,4,0,3,0,5,0,18,2.5714285714285716,3,0.0,0,4,0,3,6,0,0,5,0,7,11,1
11258,98727,W8qIdYmrLlNNGLHbIczo12Ny6o42zzQ6,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,1,0,0,0,0,0,3,0,3,0.42857142857142855,2,0.0,0,0,0,0,0,0,0,3,0,0,3,1
11259,98728,pQbIHrUkI2ft0gnLvneTDpzQduYYGvpn,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,6,4,2,0,1,3,3,0,13,1.8571428571428572,1,0.0,0,2,0,1,4,3,0,3,0,3,10,1
11260,98801,98cD0nIIzlQtn9XgJ5GQHEPFcRF6H0SJ,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,4,0,0,0,0,7,3,6,16,2.2857142857142856,1,0.0,0,0,0,0,0,7,0,3,6,0,16,1
11261,98814,b5P6aIah2j5gpMQtJOr9oA1Fmrt673Ev,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,1,0,0,0,0,0,2,0,2,0.2857142857142857,1,0.0,0,0,0,0,0,0,0,2,0,0,2,1
11262,98825,HcEVK6JSNpXgsr4SEhprpFsKVHZEZVKm,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
11263,98861,KQr8qfRCCQ78DrpyWmyHWiqFZ2EzyK3m,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,13,8,5,0,5,9,8,7,42,6.0,2,0.0,0,5,0,5,8,9,0,8,7,10,32,1
11264,98884,eu6zKq8qzWqsJoxjMZQiC4ZsBj3GH9NO,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,8,5,3,0,2,6,8,0,24,3.4285714285714284,1,0.0,0,3,0,2,5,6,0,8,0,5,19,1
11265,98886,1bdqW93lrID3dEzePAg75ShXgDY2dgi4,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,6,0,0,0,0,0,8,1,9,1.2857142857142858,1,0.0,0,0,0,0,0,0,0,8,1,0,9,1
11266,98889,nduTNjBA0lu6oAy3nBgCpw4zMm9X5e5A,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
11267,98898,DpHQO3KmNTyYhc4I0Q72w62csKSCNKTH,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,5,6,1,0,0,0,5,0,12,1.7142857142857142,1,0.0,0,1,0,0,6,0,0,5,0,1,11,1
11268,98907,ukGlYmEa0KHeCpCJEgEgxOmqtWR3OurB,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,13,40,11,10,1,19,13,2,96,13.714285714285714,2,0.0,7,11,8,1,33,19,2,13,2,27,69,1
11269,98915,GarDXRFXxX5iF1KQFXPHCsoEYMeoE46I,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
11270,98920,iB31LIPYOOKdvqRLTA6oqQg1uWKX3cVM,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
11271,98934,SFnIK5WBQ1x9v2jhd3whYpbMvj804ymA,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,4,2,0,0,0,0,2,0,4,0.5714285714285714,1,0.0,0,0,0,0,2,0,0,2,0,0,4,1
11272,98940,IvSFszPnr18KVZKYGSQ6sSbo1mXQ0RkU,3VkHkmOtom3jM2wCu94xgzzu1d6Dn7or,3,2,1,0,0,0,1,0,4,0.5714285714285714,1,0.0,0,1,0,0,2,0,0,1,0,1,3,1
11273,98950,ltaPWMahEaqTdpjQAeiBFxa5xewAQJDv,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
11274,98954,wBGtqMIqfQE0VLJPhcCJAUkBOhFNa6qW,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,7,4,0,0,0,0,10,1,15,2.142857142857143,3,0.0,0,0,0,0,4,0,0,10,1,0,15,1
11275,98963,y2GG0eXD492QyyIoYTZNCQnQCo2nl9OI,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,4,6,0,0,0,1,2,0,9,1.2857142857142858,1,0.0,0,0,0,0,6,1,0,2,0,0,9,1
11276,98973,uxdJIidy36Grvd6xNfpUFUhDe4OC7W0I,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,2,0,0,0,0,0,2,0,2,0.2857142857142857,1,0.0,0,0,0,0,0,0,0,2,0,0,2,1
11277,98979,fIRimGrxWNqdzbEvkhoxiWFjGRhUXcWW,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,9,12,9,0,7,0,3,0,31,4.428571428571429,3,0.0,0,9,0,7,12,0,0,3,0,16,15,1
11278,98990,m30r8XAusN1tKwuw4RNeOZUufFJ19O18,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
11279,99018,ifcc4uHfz9c03WKs2R4honhWtRoNdK5d,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,4,0,0,0,0,0,4,0,4,0.5714285714285714,1,0.0,0,0,0,0,0,0,0,4,0,0,4,1
11280,99029,qg6GOCuPcDwehPMMAEed7GZuAdyiaV9B,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,25,77,3,110,9,3,28,5,235,33.57142857142857,12,0.0,30,3,103,9,47,3,7,28,5,145,90,0
11281,99046,O7BkYKGPbSCKVITR1KG0UTtUy6cDdabs,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,13,8,5,9,3,0,4,0,29,4.142857142857143,1,0.0,3,5,9,3,5,0,0,4,0,20,9,1
11282,99054,zzAZgy76SGFU6cR6cdB2SgVDsOtIFGEc,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,14,28,15,16,3,10,2,0,74,10.571428571428571,1,0.0,7,15,14,3,21,10,2,2,0,39,35,1
11283,99058,84jM92o4oluSWHz68fjJdNU1O5aejzX8,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,39,58,9,46,6,2,18,1,140,20.0,7,0.0,6,9,43,6,52,2,3,18,1,64,76,0
11284,99066,T3sGbyIt0UjiteEMsVXGzcCDHseJZwlW,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,3,0,0,0,0,0,5,0,5,0.7142857142857143,1,0.0,0,0,0,0,0,0,0,5,0,0,5,1
11285,99069,88XDkNH6bI4ALBv7wIako8gqEashqdgA,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,4,2,0,0,0,0,2,0,4,0.5714285714285714,1,0.0,0,0,0,0,2,0,0,2,0,0,4,1
11286,99070,9e5dcfJQbPUU8sTcmzE9DWoDPOA9Nhu3,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,10,17,1,0,1,0,3,0,22,3.142857142857143,2,0.0,0,1,0,1,17,0,0,3,0,2,20,0
11287,99081,ZC2nAMORm6ACPbodv0ZDapZ3ammrIH2s,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,6,1,1,0,1,0,3,0,6,0.8571428571428571,1,0.0,0,1,0,1,1,0,0,3,0,2,4,1
11288,99082,4DxKDIVHzjxY43c2DifDetzvvaumQ2x6,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,8,7,1,0,1,0,1,0,10,1.4285714285714286,1,0.0,0,1,0,1,7,0,0,1,0,2,8,0
11289,99098,obIiPpvlsnw7kahKveiA1IdOjIdBUlWR,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,4,3,1,0,0,0,3,0,7,1.0,1,0.0,0,1,0,0,3,0,0,3,0,1,6,1
11290,99100,ZMTgNYkbfDsBe4X8ZM8wJYJMTUYSz0bl,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,22,35,0,19,0,37,9,4,104,14.857142857142858,3,0.0,11,0,18,0,24,37,1,9,4,29,75,1
11291,99107,r3OdfccxoUjSXp0sWnFk9IAbamqaQLkg,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,6,14,0,0,0,0,4,0,18,2.5714285714285716,3,0.0,0,0,0,0,14,0,0,4,0,0,18,1
11292,99118,8P2tXYi4EZDZkbdP0MJKzxjbxyxdg79S,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,4,2,0,0,0,0,4,0,6,0.8571428571428571,2,0.0,0,0,0,0,2,0,0,4,0,0,6,1
11293,99132,euFeRK4WVq3xP7j8z58Hdv4WK0cZyZNI,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,46,39,25,64,16,7,6,1,158,22.571428571428573,1,0.0,9,25,60,16,30,7,4,6,1,110,48,1
11294,99139,Q8CD0UEUMHAcRhd0KntpUKYo8YWk4fXe,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,6,5,0,0,0,0,1,0,6,0.8571428571428571,1,0.0,0,0,0,0,5,0,0,1,0,0,6,1
11295,99174,u8ZjG1mGoKDfAR0qANs0LauHsnuYvByf,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,2,0,0,0,0,0,2,0,2,0.2857142857142857,1,0.0,0,0,0,0,0,0,0,2,0,0,2,1
11296,99181,3gKLDpGjwKizSsdfJ1bxm4OzkmE9SSv0,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,12,9,5,0,3,0,9,2,28,4.0,2,0.0,1,5,0,3,8,0,0,9,2,9,19,1
11297,99209,cKCzrCCCXe9nkBgWepq9AEXje7SITRTz,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,1,0,0,0,0,0,2,0,2,0.2857142857142857,2,0.0,0,0,0,0,0,0,0,2,0,0,2,1
11298,99238,Sd9iWVuleZqBvt54uADj49zmx7nnkEGd,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,7,4,2,0,1,1,7,0,15,2.142857142857143,2,0.0,0,2,0,1,4,1,0,7,0,3,12,1
11299,99239,T0WYTVwYJgFl0x8drZ3acqWyc5rt9vgS,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,8,6,4,0,3,0,8,0,21,3.0,1,0.0,0,4,0,3,6,0,0,8,0,7,14,1
11300,99253,8i7cvJkHkgdZTPaFAtgMAW0lWMM44P2s,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,18,25,10,38,0,2,4,0,79,11.285714285714286,2,0.0,10,10,36,0,15,2,2,4,0,56,23,0
11301,99270,CV7h2ez66N3XbcrhHK1a0MSuvaKeLrbg,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,4,2,1,0,1,0,1,0,5,0.7142857142857143,1,0.0,0,1,0,1,2,0,0,1,0,2,3,1
11302,99271,Pe5w2Jkb1gsjqOIYHp7FZfmU0KM6bSQ8,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,14,19,2,34,0,39,7,0,101,14.428571428571429,3,0.0,11,2,29,0,8,39,5,7,0,42,59,1
11303,99274,F6DWPZmYOtVM9PypQunsAj9fDIO5oqCA,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,7,3,1,0,2,0,2,0,8,1.1428571428571428,1,0.0,0,1,0,2,3,0,0,2,0,3,5,1
11304,99278,Zq7w9tMtshfWhXKxO6HgVWaJZugCDD4X,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,7,2,0,0,0,0,6,1,9,1.2857142857142858,1,0.0,0,0,0,0,2,0,0,6,1,0,9,1
11305,99281,kLCnsSmz7iq09RICj2W5oj0rePK2t86T,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,7,4,2,0,1,0,5,0,12,1.7142857142857142,2,0.0,0,2,0,1,4,0,0,5,0,3,9,1
11306,99291,kkiueCBXYoPTmt9I3HbEovrMKKFeGu6b,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,7,4,3,0,2,0,1,0,10,1.4285714285714286,1,0.0,0,3,0,2,4,0,0,1,0,5,5,1
11307,99301,U77qPrnpSziwcYTMiYVhQDvF7hOqssuP,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
11308,99307,uA8rfZuH0eMveW06zMXRELfenuAEs8xA,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,12,10,8,0,6,0,1,0,25,3.5714285714285716,1,0.0,1,8,0,6,9,0,0,1,0,15,10,1
11309,99308,LtEcnNjG2bVTqyOQr5fGITsmCk6KdvTV,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,7,3,2,0,2,0,2,0,9,1.2857142857142858,1,0.0,0,2,0,2,3,0,0,2,0,4,5,1
11310,99311,70RjGajH7pmMAPjzGV9cfLTOEtPaOO7x,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,4,0,0,0,0,0,5,1,6,0.8571428571428571,1,0.0,0,0,0,0,0,0,0,5,1,0,6,1
11311,99324,zZiKahy0aUh5eIyH06AprK07k6t9S0px,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,4,2,0,0,0,0,2,0,4,0.5714285714285714,2,0.0,0,0,0,0,2,0,0,2,0,0,4,1
11312,99328,4lIBX7jVNURqeuVw7y54KWNhg5lYseZ6,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,10,8,3,0,2,5,7,0,25,3.5714285714285716,3,0.0,0,3,0,2,8,5,0,7,0,5,20,1
11313,99344,JbEjxQ5AsXJ2R3WBH2hwFnQgUiz9YCm1,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,64,182,63,96,41,32,49,6,469,67.0,9,0.0,58,63,88,41,124,32,8,49,6,250,219,0
11314,99347,d03TqUFy5aM2PIFe72rgYScPoI0zjriD,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
11315,99352,KQNAn65G00s1hNhpNIZbIlQjdMIvn0te,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,3,2,0,0,0,1,2,0,5,0.7142857142857143,1,0.0,0,0,0,0,2,1,0,2,0,0,5,1
11316,99357,dA2znH7Ys1BZ6Ag1jC6siF2XLsfXuatY,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,10,12,4,0,4,0,5,0,25,3.5714285714285716,2,0.0,0,4,0,4,12,0,0,5,0,8,17,1
11317,99361,RUkwQN28KywAbYCPf8B2kmvVB4j6glMk,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,4,3,0,0,0,0,2,0,5,0.7142857142857143,1,0.0,0,0,0,0,3,0,0,2,0,0,5,1
11318,99362,pUTxXh2GY765KSOGlKRsr8whr66yS2si,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,6,3,1,0,1,0,2,0,7,1.0,1,0.0,0,1,0,1,3,0,0,2,0,2,5,1
11319,99367,7j1Qy60pQmlvQ7Dqk2iUN3aMOz565Svk,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,10,7,4,0,3,0,5,0,19,2.7142857142857144,3,0.0,1,4,0,3,6,0,0,5,0,8,11,1
11320,99368,7M1gTpajHgYWFRBJBTE3YPlAjNYb9gfx,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
11321,99369,qW9QfVksexOjxQBoakOZ3N1wOwk2Uoq3,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,4,2,0,0,0,0,4,0,6,0.8571428571428571,1,0.0,0,0,0,0,2,0,0,4,0,0,6,1
11322,99379,0DbC5JilnobJmMMZ806aDGvS966g1ymK,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,5,3,1,0,1,1,2,0,8,1.1428571428571428,1,0.0,0,1,0,1,3,1,0,2,0,2,6,1
11323,99380,0DbC5JilnobJmMMZ806aDGvS966g1ymK,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
11324,99395,kKVwpcRVIoBHXwQJxUscCmJVsObHmuic,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,11,6,4,0,3,0,5,1,19,2.7142857142857144,1,0.0,0,4,0,3,6,0,0,5,1,7,12,1
11325,99410,RrZI3LBwWWMML70TBgENRap2pJnz1WcI,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,7,8,2,0,3,0,3,0,16,2.2857142857142856,1,0.0,4,2,0,3,4,0,0,3,0,9,7,1
11326,99419,CIojvdkZCguBWuN7246vWmUJ6qBNp7JQ,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,66,68,27,118,20,5,10,1,249,35.57142857142857,3,0.0,29,27,115,20,39,5,3,10,1,191,58,1
11327,99429,Og1p6VqqK505SKTAg7oggM1PpCX9htgK,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,2,0,0,0,0,0,2,0,2,0.2857142857142857,1,0.0,0,0,0,0,0,0,0,2,0,0,2,1
11328,99436,rPmua3xrnLtgdU4TZGq8z4hoSz54twnz,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,2,0,0,0,0,0,2,0,2,0.2857142857142857,1,0.0,0,0,0,0,0,0,0,2,0,0,2,1
11329,99458,XKiESHLmmxxFLSNhNTicMKXZo07ga8rR,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,17,21,6,27,3,5,9,1,72,10.285714285714286,1,0.0,12,6,22,3,9,5,5,9,1,43,29,1
11330,99460,x0kuyWECJARUGYUkf8OBmp3NS07aeieW,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,22,32,7,30,5,19,8,1,102,14.571428571428571,2,0.0,13,7,25,5,19,19,5,8,1,50,52,1
11331,99465,dDLv4oouOmVB45Y4hnRyV7IUqT7tMKiq,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,5,4,2,0,1,2,2,0,11,1.5714285714285714,1,0.0,0,2,0,1,4,2,0,2,0,3,8,1
11332,99476,H1SXscwZbeBIGdJtjznbLlFWKEefKgS4,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
11333,99482,YLgIjYna0b19CObH0aixdNFVjkWguI8z,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,6,3,1,0,1,0,2,0,7,1.0,1,0.0,0,1,0,1,3,0,0,2,0,2,5,1
11334,99499,nazeZS8BdRMOGGuVriyb5M21Pn5Qng36,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,2,0,0,0,0,0,5,0,5,0.7142857142857143,3,0.0,0,0,0,0,0,0,0,5,0,0,5,1
11335,99504,F6k3M4cXPmDcGMYwz4MYjROjPe1tP3Ym,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,2,0,0,0,0,0,2,0,2,0.2857142857142857,1,0.0,0,0,0,0,0,0,0,2,0,0,2,1
11336,99519,qsSi1uSJyI5PyAmcKOuOd3i9fMbo7Kcq,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,18,35,4,4,3,10,15,6,77,11.0,2,0.0,0,4,3,3,35,10,1,15,6,10,67,1
11337,99523,tItJmM8DSrsR2C4SUW6G90kGTH9CET7i,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
11338,99528,9HLdaHmr6CL0Qkr0yUtrnxT1uvy3iohQ,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,4,4,2,0,0,2,3,0,11,1.5714285714285714,1,0.0,0,2,0,0,4,2,0,3,0,2,9,1
11339,99538,aApTNsNL5V8p77KfIZfCDf8PLQlY5mEZ,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,10,5,4,0,3,0,2,0,14,2.0,1,0.0,0,4,0,3,5,0,0,2,0,7,7,1
11340,99544,VMv3kIqXbjzzweiSaOh7btZJMGqiha14,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,8,5,3,0,2,0,4,0,14,2.0,2,0.0,0,3,0,2,5,0,0,4,0,5,9,1
11341,99548,hbUthRcRktel8CTk5FJE2GFw0tsGaPJX,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,8,10,1,0,0,0,7,1,19,2.7142857142857144,3,0.0,2,1,0,0,8,0,0,7,1,3,16,1
11342,99553,B48liWLvGTFhxmScNtRccVTYMrDSRz6T,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,11,30,0,17,0,9,6,0,62,8.857142857142858,1,0.0,15,0,16,0,15,9,1,6,0,31,31,1
11343,99559,UvQp4bR98Xn1uwzsk2XfrzaGsOC8PbwE,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,13,10,4,16,3,0,2,0,35,5.0,1,0.0,4,4,14,3,6,0,2,2,0,25,10,1
11344,99570,K9rvD8Iu0wq956P4CDD0WYKLX5TfMvJ0,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
11345,99582,pJZjfxkmSUcLjysKXGMvcQJcdn3Lfmps,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,9,21,1,4,4,0,4,1,35,5.0,1,0.0,15,1,2,4,6,0,2,4,1,22,13,1
11346,99585,MsXQVdqX93JlyFfWTzQyZnJZn8bWw73p,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
11347,99589,X2tBPTLsKr1PUmH63wCYNuKDkAG71YDY,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,2,0,0,0,0,0,2,0,2,0.2857142857142857,1,0.0,0,0,0,0,0,0,0,2,0,0,2,1
11348,99591,X2tBPTLsKr1PUmH63wCYNuKDkAG71YDY,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,2,0,0,0,0,0,2,0,2,0.2857142857142857,1,0.0,0,0,0,0,0,0,0,2,0,0,2,1
11349,99624,eeYgUeHIQERDYwF1mxwVIZYsVaVSgwlV,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
11350,99632,XcU2XTxeLZ8F89uBFmVFyW4cnWhjcEiA,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,17,21,10,9,7,5,5,0,57,8.142857142857142,3,0.0,5,10,9,7,16,5,0,5,0,31,26,1
11351,99634,iKW0Nip3dgY8YRgutfX9HfgsuYc5FITi,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,16,16,9,15,6,3,6,0,55,7.857142857142857,1,0.0,4,9,14,6,12,3,1,6,0,33,22,1
11352,99638,KfP7DqXlruQE3Tc1dgUq6GzZBbeDyO72,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,6,7,2,0,1,1,2,0,13,1.8571428571428572,1,0.0,0,2,0,1,7,1,0,2,0,3,10,1
11353,99639,HdhmGphCRXsQFbeFhgLmEJAXmcjxk1qH,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,1,0,0,0,0,0,2,0,2,0.2857142857142857,2,0.0,0,0,0,0,0,0,0,2,0,0,2,1
11354,99653,2ENDZhPlfPQ7xqwHjrfLuuWg5Duw7ZBj,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,43,83,38,25,18,1,20,1,186,26.571428571428573,8,0.0,8,38,25,18,75,1,0,20,1,89,97,0
11355,99654,uA8rfZuH0eMveW06zMXRELfenuAEs8xA,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
11356,99667,yUFGaXV6e729cAx9t4iOfoMO0XzOm9Tn,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,5,3,2,0,1,0,1,0,7,1.0,1,0.0,0,2,0,1,3,0,0,1,0,3,4,1
11357,99671,KbnH0sTIlztrZBuSXZduD8Hjf6pJFDbi,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,6,2,1,0,1,0,3,0,7,1.0,1,0.0,0,1,0,1,2,0,0,3,0,2,5,1
11358,99693,1poMA1x0qhCnYBPVsxm5CInRDHfF8Q0k,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,10,12,8,0,4,2,15,3,44,6.285714285714286,1,0.0,0,8,0,4,12,2,0,15,3,12,32,1
11359,99715,xg8dkQPzve0MzcpgxvEsbKyY4VwKrxAC,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
11360,99717,0b1xMc7vBqRRfJj4HArRLbAJZWV8VISr,RXDvfPUBYFlVdlueBFbLW0mhhAyGEqpt,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
11361,99728,507IdnNFIDoiPRr88JDQa6OplkPcxI18,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,1,0,0,0,0,0,1,0,1,0.14285714285714285,1,0.0,0,0,0,0,0,0,0,1,0,0,1,1
