,enrollment_id,username,course_id,no_of_objects1,bno_access1,bno_pageclose1,bno_problem1,bno_video1,bno_discussion1,bno_navigate1,bno_wiki1,bno_total1,bno_avg1,no_of_active_days1,time_consumption1,browser_access1,browser_pageclose1,browser_problem1,browser_video1,server_access1,server_discussion1,server_problem1,server_navigate1,server_wiki1,bno_browser1,bno_server1,label,no_of_objects2,bno_access2,bno_pageclose2,bno_problem2,bno_video2,bno_discussion2,bno_navigate2,bno_wiki2,bno_total2,bno_avg2,no_of_active_days2,time_consumption2,browser_access2,browser_pageclose2,browser_problem2,browser_video2,server_access2,server_discussion2,server_problem2,server_navigate2,server_wiki2,bno_browser2,bno_server2
7261,165785,rh0SgumcqbNnCp7Kv0VptrPMVPtrWDm8,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,7.0,8.0,2.0,0.0,1.0,0.0,4.0,0.0,15.0,2.142857142857143,1.0,0.0,2.0,2.0,0.0,1.0,6.0,0.0,0.0,4.0,0.0,5.0,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7262,165793,NKdzAvohqx5ZB0phtZyAtuBxXKa68OBU,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,7.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,1.2857142857142858,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,9.0,1,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.4285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0
7263,165820,wcSIko8HPcmbs4cOPlImi3EyazICOLlR,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7264,166036,wCZGolOXIHC0m5ValHsltDi5uu5i6G63,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,4.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,0.8571428571428571,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7265,166037,wc8ABOXSHDqwIaE5k0JYlZP66W8tdlRo,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,12.0,12.0,6.0,0.0,2.0,8.0,13.0,1.0,42.0,6.0,2.0,0.0,0.0,6.0,0.0,2.0,12.0,8.0,0.0,13.0,1.0,8.0,34.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7266,166038,FFaLaJRa89FKW6pVYuJ3dXumxZUbwjZC,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7267,166039,ESUjI9FMN0bUSmI9r3u304t5lebCsXMM,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,6.0,2.0,1.0,0.0,0.0,1.0,5.0,1.0,10.0,1.4285714285714286,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,5.0,1.0,1.0,9.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7268,166040,fcgIoTowNoXtysmcakqXD5rIrFDMOLMS,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,4.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,0.7142857142857143,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7269,166042,fTFCMd76UjKBUrosPwesoa2JcVylSbm0,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,15.0,57.0,2.0,14.0,7.0,1.0,10.0,2.0,93.0,13.285714285714286,1.0,0.0,14.0,2.0,11.0,7.0,43.0,1.0,3.0,10.0,2.0,34.0,59.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7270,166044,yImV3f0xQc91646kWaaTCoHPHfLcFyiE,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,4.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,0.7142857142857143,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7271,166045,fOR5X73Jlz0p1e9noRgVbo5kXcgdZJVO,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,7.0,3.0,2.0,0.0,2.0,0.0,2.0,0.0,9.0,1.2857142857142858,1.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,4.0,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7272,166047,vqP7fSXyXiWaT2K7Qf3eA0zXPxAvIBz4,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,6.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,8.0,1.1428571428571428,1.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,4.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7273,166048,aih3bUgUWJe7LHDxPrKqUKv7M1PtyZMy,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,7.0,3.0,2.0,0.0,2.0,0.0,2.0,0.0,9.0,1.2857142857142858,1.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,4.0,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7274,166049,wDXghK2BIM2TBsqSOrjDvr9Ut4FXTmRS,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,7.0,3.0,2.0,0.0,2.0,0.0,3.0,0.0,10.0,1.4285714285714286,1.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,4.0,6.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7275,166053,DhiB4cJ1TCjmSH3ZWP9m0OqNyBdGeS5P,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.4285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7276,166057,y23uUtZASm6un1sOo8Z3FtFtr7wmEBUC,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,8.0,3.0,1.0,0.0,1.0,2.0,5.0,1.0,13.0,1.8571428571428568,1.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,5.0,1.0,2.0,11.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7277,166058,u3Es5hUyjf5nk8KFgVLYAoNUWyPWxnEj,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,6.0,7.0,4.0,0.0,2.0,0.0,6.0,0.0,19.0,2.7142857142857144,1.0,0.0,0.0,4.0,0.0,2.0,7.0,0.0,0.0,6.0,0.0,6.0,13.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7278,166059,tDLUr7SnRwxXyYOlr1OOOB7neeYu2GfR,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.4285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7279,166060,NcjYJr1XLJ9a71yX9v2oEtoXLbIWWmNa,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,7.0,10.0,1.0,1.0,2.0,0.0,4.0,0.0,18.0,2.571428571428572,1.0,0.0,4.0,1.0,1.0,2.0,6.0,0.0,0.0,4.0,0.0,8.0,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7280,166062,RQ6jHOF0XaVCtNO9cGrCBZ0SdqPrnq0p,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,5.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,6.0,0.8571428571428571,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7281,166066,0nSJm9RR2EHSZbxafc9dMAvqeh04T45l,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,18.0,10.0,9.0,0.0,8.0,0.0,2.0,0.0,29.0,4.142857142857143,1.0,0.0,0.0,9.0,0.0,8.0,10.0,0.0,0.0,2.0,0.0,17.0,12.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7282,166071,wdYj6Nt0ckfUFBd2Af4u2WMsP126y1D7,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,7.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,8.0,1.1428571428571428,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,3.0,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7283,166072,xzTUXMkATDrzXhPVq5lWKfyqNyH6U4X9,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7284,166074,Xy9hY2jzdaXdVDhVwpfMWrmwNRASq6RF,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,7.0,3.0,2.0,0.0,2.0,0.0,3.0,0.0,10.0,1.4285714285714286,1.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,4.0,6.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7285,166075,AeNkuMZiCOxqxMy4dCnuYLHaK5F326HO,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7286,166190,m0ftathRLrGnJCnhmZSV8vDms8QzsQ7P,fbPkOYLVPtPgIt0MxizjfFJov3JbHyAi,23.0,16.0,7.0,21.0,7.0,0.0,2.0,0.0,53.0,7.571428571428571,1.0,0.0,7.0,7.0,17.0,7.0,9.0,0.0,4.0,2.0,0.0,38.0,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7287,166304,cr6Tgf9hnYbWIgXq8hI7G8mwIYtkpuPn,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,8.0,12.0,8.0,0.0,0.0,0.0,12.0,0.0,32.0,4.571428571428571,3.0,0.0,0.0,8.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,8.0,24.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7288,166334,O9GgLjRVV0VZ4XM2UvjBFBWJXBSS6aK0,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,13.0,19.0,10.0,15.0,6.0,5.0,4.0,0.0,59.0,8.428571428571429,1.0,0.0,4.0,10.0,13.0,6.0,15.0,5.0,2.0,4.0,0.0,33.0,26.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7289,166338,VGpsDdnTGsfrp3adgxkdRhxpkaNF7Bg2,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,10.0,8.0,6.0,0.0,5.0,0.0,4.0,0.0,23.0,3.2857142857142856,1.0,0.0,0.0,6.0,0.0,5.0,8.0,0.0,0.0,4.0,0.0,11.0,12.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7290,166409,iIkBXne7Ob9Fgz6Oa5wXMKZwMdTiJR2o,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,7.0,2.0,1.0,0.0,1.0,2.0,5.0,1.0,12.0,1.7142857142857142,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,5.0,1.0,2.0,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7291,166778,AtDlkFSnWTgMt7xJ3PkbVdpoMvsEJuZd,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,5.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,0.7142857142857143,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7292,166787,35YnYP4Tkn7xvOTt0M51AeVR3m7l2sIt,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,13.0,11.0,0.0,10.0,0.0,1.0,5.0,1.0,28.0,4.0,1.0,0.0,4.0,0.0,9.0,0.0,7.0,1.0,1.0,5.0,1.0,13.0,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7293,167084,OtGMx6eKyVYjbz3L87VVmC99kyg1WjEl,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,17.0,36.0,12.0,28.0,3.0,14.0,11.0,2.0,106.0,15.142857142857142,3.0,0.0,16.0,12.0,21.0,3.0,20.0,14.0,7.0,11.0,2.0,52.0,54.0,0,19.0,21.0,10.0,18.0,5.0,14.0,5.0,2.0,75.0,10.714285714285714,1.0,0.0,4.0,10.0,15.0,5.0,17.0,14.0,3.0,5.0,2.0,34.0,41.0
7294,167109,riXqOkhR5seretWfUGQsZViiD6naR0Fb,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,8.0,6.0,3.0,0.0,2.0,0.0,3.0,0.0,14.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,6.0,0.0,0.0,3.0,0.0,5.0,9.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7295,167207,l6rkobnqEUKXFQnaBVgonlwU5l25TkcG,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,30.0,9.0,6.0,54.0,4.0,1.0,4.0,1.0,79.0,11.285714285714286,1.0,0.0,1.0,6.0,53.0,4.0,8.0,1.0,1.0,4.0,1.0,64.0,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7296,167283,ilday4HM3BCIYcolQVgtTOYVZxbISCZm,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,12.0,7.0,2.0,6.0,3.0,1.0,6.0,0.0,25.0,3.571428571428572,1.0,0.0,4.0,2.0,3.0,3.0,3.0,1.0,3.0,6.0,0.0,12.0,13.0,1,8.0,6.0,3.0,0.0,1.0,2.0,4.0,0.0,16.0,2.2857142857142856,1.0,0.0,0.0,3.0,0.0,1.0,6.0,2.0,0.0,4.0,0.0,4.0,12.0
7297,167492,kMJdIf6lyKBj8d5FH5wYfeAvXu9zJZ2k,A3fsA9Zfv1X2fVEQhTw51lKENdNrEqT3,6.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,9.0,1.2857142857142858,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,8.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7298,167712,JhqtKTVVZhx2wzcUoD48zfOf7XJtvv55,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,9.0,7.0,4.0,0.0,2.0,0.0,6.0,0.0,19.0,2.7142857142857144,1.0,0.0,0.0,4.0,0.0,2.0,7.0,0.0,0.0,6.0,0.0,6.0,13.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7299,167714,nyH7Jx4kN1AdDJdwkZQoUDqYoovHgbk5,G8EPVSXsOYB5YQWZGiz1aVq5Pgr2GrQu,13.0,31.0,12.0,10.0,9.0,0.0,3.0,0.0,65.0,9.285714285714286,3.0,0.0,13.0,12.0,6.0,9.0,18.0,0.0,4.0,3.0,0.0,40.0,25.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7300,167777,BWZyBrJDBbkcDEXyE3CSVFoVlT2CRRku,bWdj2GDclj5ofokWjzoa5jAwMkxCykd6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7301,169735,5IM8g7YMOYo5qH7Yu3x31T3JkVOH9iqe,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,5.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,6.0,0.8571428571428571,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7302,169800,g3902agYIRHzac78MKVZlvljLMXXNpQ7,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,10.0,7.0,4.0,4.0,2.0,0.0,6.0,0.0,23.0,3.2857142857142856,1.0,0.0,1.0,4.0,4.0,2.0,6.0,0.0,0.0,6.0,0.0,11.0,12.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7303,169865,FUKsUHV3URSaK57Jrek7EonPjAGWSjXW,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,3.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,0.7142857142857143,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,4.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7304,169885,BSj3AAnB5ipEkdnoMrRkK2tTYOV9mAFC,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,9.0,9.0,3.0,4.0,1.0,2.0,5.0,0.0,24.0,3.4285714285714284,2.0,0.0,2.0,3.0,3.0,1.0,7.0,2.0,1.0,5.0,0.0,9.0,15.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7305,169911,2j6SiYhVaWD27toQPxUbfR6IzUCgWGsO,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7306,169914,EX4mN8VqjmDrg8vjZaJJar6Z7qHJihO0,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,16.0,18.0,6.0,14.0,3.0,1.0,6.0,1.0,49.0,7.0,1.0,0.0,9.0,6.0,14.0,3.0,9.0,1.0,0.0,6.0,1.0,32.0,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7307,169943,BLyKMpisIDss4MmDNKRytNOAQZEOycAU,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7308,169955,ZQcqpVyhrZVshH7yyuAn3ze3B9JEoNBU,SpATywNh6bZuzm8s1ceuBUnMUAeoAHHw,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7309,169971,bNG7kJA3jy4DW8PDzMNAT9OoyHwhutqS,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.5714285714285714,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7310,170020,nVB1o73xluQXZjoI2dUYHGxbCDG8qiCL,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,5.0,2.0,1.0,0.0,1.0,0.0,10.0,0.0,14.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,2.0,12.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7311,170040,qqtHlVJpcH8uxc5327KA4fBoZNP0U5Xd,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,6.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,9.0,1.2857142857142858,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,3.0,6.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7312,170061,tfoakS3EMOjWuYWNRSgWZTjBxe3Mf9Te,7GRhBDsirIGkRZBtSMEzNTyDr2JQm4xx,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1428571428571428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
